reference	startpos	ref length	number of reads	covbases	% coverage	meandepth	meanbaseq	meanmapq	taxid	superkingdom	kingdom	phylum	class	order	family	genus	species	mean	sd	Coefficient of Variance	pcreads
NR_157610.1	1	1495	1	1466	98.0602	0.980602	42.4	2.0	1803177	Bacteria	Bacillati	Actinomycetota	Actinomycetes	Actinomycetales	Actinomycetaceae	Arcanobacterium	Arcanobacterium wilhelmae	0.9806020066889632	0.13791921971407975	0.14064749895808268	0.0
NR_157637.1	1	1484	5	1481	99.7978	4.469	39.1	46.6	1714840	Bacteria	Bacillati	Bacillota	Bacilli	Bacillales	Bacillaceae	Lysinibacillus	Lysinibacillus telephonicus	4.46900269541779	0.6676860532922106	0.14940381530241867	0.01
NR_157639.1	1	1512	2	1505	99.537	1.96759	38.2	1.0	1962263	Bacteria	Bacillati	Bacillota	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	Clostridium tepidum	1.9675925925925926	0.2015351746266578	0.10242728875143078	0.0
NR_157661.1	1	1411	1	1307	92.6293	0.926293	29.4	17.0	1776423	Bacteria	Pseudomonadati	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Phyllobacteriaceae	Mesorhizobium	Mesorhizobium helmanticense	0.926293408929837	0.2612928041546085	0.2820842744163371	0.0
NR_157662.1	1	1452	1	1421	97.865	0.97865	41.7	1.0	1905846	Bacteria	Pseudomonadati	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Rhizobiaceae	Rhizobium	Rhizobium zeae	0.9786501377410468	0.14454772789800968	0.14770112660655177	0.0
NR_157667.1	1	1480	6	1402	94.7297	5.48243	41.2	0.833	1737443	Bacteria	Pseudomonadati	Pseudomonadota	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Novosphingobium	Novosphingobium fontis	5.482432432432432	1.4141044447175053	0.2579337661057318	0.01
NR_157674.1	1	1465	1	1112	75.9044	0.759044	33.9	1.0	1796921	Bacteria	Pseudomonadati	Verrucomicrobiota	Opitutia	Opitutales	Opitutaceae	Ereboglobus	Ereboglobus luteus	0.7590443686006826	0.4276634367072687	0.5634235024965365	0.0
NR_157675.1	1	1423	1	1213	85.2424	0.852424	36.3	1.0	2055845	Bacteria	Bacillati	Actinomycetota	Actinomycetes	Micrococcales	Micrococcaceae	Rothia	Rothia uropygialis	0.8524244553759662	0.3546787324508659	0.41608230525769346	0.0
NR_157697.1	1	1427	3	1426	99.9299	2.92712	42.4	52.0	1572761	Bacteria	Bacillati	Actinomycetota	Actinomycetes	Micrococcales	Micrococcaceae	Micrococcoides	Micrococcoides hystricis	2.9271198318149967	0.2806795019898176	0.09588931035180026	0.0
NR_157701.1	1	1483	1	1259	84.8955	0.848955	18.3	9.0	1884992	Bacteria	Bacillati	Actinomycetota	Actinomycetes	Geodermatophilales	Geodermatophilaceae	Cumulibacter	Cumulibacter manganitolerans	0.8489548213081591	0.35809291068909854	0.4218044372930366	0.0
NR_157755.1	1	1526	48	1362	89.2529	32.8237	37.9	3.0	1815559	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Cellvibrionales	Cellvibrionaceae	Cellvibrio	Cellvibrio fontiphilus	32.82372214941022	20.43061302065766	0.6224343762008343	0.05
NR_157778.1	1	1537	1	1223	79.5706	0.795706	29.6	1.0	1785161	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas wadenswilerensis	0.7957059206245933	0.4031848316933061	0.5067008064698377	0.0
NR_157797.1	1	1526	3	1455	95.3473	2.77588	37.1	1.67	571177	Bacteria	Pseudomonadati	Thermodesulfobacteriota	Desulfobacteria	Desulfobacterales	Desulfosarcinaceae	Desulfosarcina	Desulfosarcina alkanivorans	2.7758846657929226	0.6760034799581902	0.243527221533569	0.0
NR_157799.1	1	1457	1	1398	95.9506	0.959506	43.2	1.0	2282397	Bacteria	Pseudomonadati	Pseudomonadota	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Novosphingobium	Novosphingobium humi	0.9595058339052849	0.1971151658472974	0.20543404623713327	0.0
NR_157992.1	1	1491	1	1431	95.9759	0.959759	28.9	1.0	2029869	Bacteria	Pseudomonadati	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Tepidamorphaceae	Butyratibacter	Butyratibacter algicola	0.959758551307847	0.19652499713601063	0.2047650389446484	0.0
NR_158005.1	1	1518	1	1436	94.5982	0.945982	26.3	1.0	1927124	Bacteria	Bacillati	Actinomycetota	Actinomycetes	Mycobacteriales	Mycobacteriaceae	Mycobacterium	Mycobacterium aquaticum	0.9459815546772069	0.2260540928355448	0.23896247418130712	0.0
NR_158006.1	1	1421	1	1342	94.4405	0.944405	23.3	1.0	1940617	Bacteria	Bacillati	Actinomycetota	Actinomycetes	Kineosporiales	Kineosporiaceae	Angustibacter	Angustibacter speluncae	0.944405348346235	0.22913726532640033	0.24262597170552525	0.0
NR_158037.1	1	1352	1	1299	96.0799	0.960799	35.1	17.0	2035356	Bacteria	Pseudomonadati	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Reyranellaceae	Reyranella	Reyranella aquatilis	0.9607988165680473	0.19407331256380161	0.20199162323807526	0.0
NR_158077.1	1	1439	25	1439	100.0	24.0841	38.8	51.9	1837344	Bacteria	Bacillati	Actinomycetota	Actinomycetes	Propionibacteriales	Propionibacteriaceae	Propioniciclava	Propioniciclava sinopodophylli	24.08408617095205	1.9487573013786819	0.0809147288191108	0.03
NR_158084.1	1	1508	1	1189	78.8462	0.788462	43.1	1.0	2040258	Bacteria	Bacillati	Actinomycetota	Actinomycetes	Micromonosporales	Micromonosporaceae	Longispora	Longispora urticae	0.7884615384615384	0.40839924195375527	0.5179697702828115	0.0
NR_158111.1	1	1490	11	1486	99.7315	10.3826	37.3	8.91	2038680	Bacteria	Bacillati	Bacillota	Clostridia	Eubacteriales	Oscillospiraceae	Paludihabitans	Paludihabitans psychrotolerans	10.38255033557047	1.2796670888182253	0.12325171055844575	0.01
NR_158113.1	1	1471	6	1471	100.0	5.87627	44.1	3.0	433287	Bacteria	Bacillati	Bacillota	Clostridia	Lachnospirales	Anaerotignaceae	Anaerotignum	Anaerotignum aminivorans	5.876274643099932	0.45570780368717545	0.07755046034519147	0.01
NR_158114.1	1	1469	1	1267	86.2491	0.862491	42.4	9.0	1612150	Bacteria	Bacillati	Mycoplasmatota	Mollicutes	Mycoplasmatales	Mycoplasmataceae	Mycoplasma	Mycoplasma tullyi	0.8624914908100749	0.3443833896840728	0.39928902876551137	0.0
NR_158120.1	1	1489	13	1489	100.0	12.6642	35.0	32.7	1854763	Bacteria	Pseudomonadati	Pseudomonadota	Betaproteobacteria	Burkholderiales	Comamonadaceae	Hydrogenophaga	Hydrogenophaga aquatica	12.664204163868368	0.6934898663408064	0.054759845732696655	0.01
NR_158124.1	1	1489	1	1136	76.2928	0.762928	39.0	1.0	1781167	Bacteria	Pseudomonadati	Pseudomonadota	Betaproteobacteria	Burkholderiales	Comamonadaceae	Ramlibacter	Ramlibacter rhizophilus	0.7629281396910679	0.42528671900095033	0.5574400744651541	0.0
NR_158145.1	1	1458	2	1381	94.7188	1.84568	40.2	11.5	2025714	Bacteria	Pseudomonadati	Pseudomonadota	Betaproteobacteria	Burkholderiales	Comamonadaceae	Hydrogenophaga	Hydrogenophaga soli	1.845679012345679	0.48593226182760985	0.26328102480291904	0.0
NR_158148.1	1	1479	1	1239	83.7728	0.837728	42.1	1.0	2039722	Bacteria	Pseudomonadati	Pseudomonadota	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	Marivibrio	Marivibrio halodurans	0.8377281947261663	0.3686999681136463	0.4401188481356601	0.0
NR_159093.1	1	1554	2	1528	98.3269	1.81725	35.6	0.0	1903056	Bacteria	Bacillati	Bacillota	Bacilli	Bacillales	Staphylococcaceae	Macrococcoides	Macrococcoides bohemicum	1.8172458172458172	0.42757119278790273	0.2352852810171391	0.0
NR_159130.1	1	1487	1	1083	72.8312	0.728312	20.8	1.0	1978412	Bacteria	Pseudomonadati	Bacteroidota	Chitinophagia	Chitinophagales	Chitinophagaceae	Sediminibacterium	Sediminibacterium roseum	0.7283120376597175	0.444829870242174	0.6107682521238346	0.0
NR_159146.1	1	1525	5	1515	99.3443	4.7823	35.6	1.2	1715347	Bacteria	Bacillati	Bacillota	Clostridia	Eubacteriales	Eubacteriaceae	Rhabdanaerobium	Rhabdanaerobium thermarum	4.782295081967213	0.5960096639183039	0.1246283748080918	0.01
NR_159172.1	1	1493	1	1363	91.2927	0.912927	41.6	60.0	1572859	Bacteria	Pseudomonadati	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Rhizobiaceae	Gellertiella	Gellertiella hungarica	0.9129269926322839	0.2819420131084715	0.3088330341679736	0.0
NR_159181.1	1	1453	1	1320	90.8465	0.908465	23.9	60.0	1549638	Bacteria	Pseudomonadati	Pseudomonadota	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Quisquiliibacterium	Quisquiliibacterium transsilvanicum	0.9084652443220922	0.28836807066818904	0.31742333839460507	0.0
NR_159196.1	1	1524	4	1506	98.8189	3.86286	40.7	0.0	2048550	Bacteria	Bacillati	Actinomycetota	Actinomycetes	Mycobacteriales	Mycobacteriaceae	Mycobacterium	Mycobacterium lehmannii	3.8628608923884515	0.6020186549966988	0.15584787331662459	0.0
NR_159197.1	1	1524	7	1504	98.6877	6.61024	35.0	0.429	2048551	Bacteria	Bacillati	Actinomycetota	Actinomycetes	Mycobacteriales	Mycobacteriaceae	Mycobacterium	Mycobacterium neumannii	6.610236220472441	1.0863264672941126	0.16434003733931185	0.01
NR_159205.1	1	1515	2	1514	99.934	1.81914	38.7	12.5	1983706	Bacteria	Bacillati	Actinomycetota	Actinomycetes	Micrococcales	Microbacteriaceae	Leucobacter	Leucobacter weissii	1.8191419141914191	0.3866116534966912	0.21252418543087342	0.0
NR_159224.1	1	1433	1	1433	100.0	1.0	41.3	54.0	1849278	Bacteria	Bacillati	Bacillota	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	Clostridium pabulibutyricum	1.0	0.0	0.0	0.0
NR_159227.1	1	1493	80	1489	99.7321	77.3041	39.1	13.1	1981510	Bacteria	Bacillati	Bacillota	Clostridia	Monoglobales	Monoglobaceae	Monoglobus	Monoglobus pectinilyticus	77.30408573342264	7.024879004996953	0.09087332109743493	0.09
NR_159252.1	1	1409	2	1407	99.8581	1.99503	42.9	4.0	1007511	Bacteria	Pseudomonadati	Pseudomonadota	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingobium	Sphingobium limneticum	1.9950319375443577	0.08821719584567637	0.04421843790343579	0.0
NR_159263.1	1	1449	4	1443	99.5859	3.78813	36.0	2.0	1784719	Bacteria	Bacillati	Actinomycetota	Actinomycetes	Micrococcales	Microbacteriaceae	Leucobacter	Leucobacter triazinivorans	3.7881297446514837	0.5767258622832583	0.15224554098167994	0.0
NR_159287.1	1	1437	213	1437	100.0	202.054	39.5	2.02	2052942	Bacteria	Bacillati	Bacillota	Bacilli	Lactobacillales	Carnobacteriaceae	Trichococcus	Trichococcus paludicola	202.053583855254	23.442921012772608	0.1160232873155396	0.24
NR_159288.1	1	1436	42	1436	100.0	38.3649	39.2	5.19	2052943	Bacteria	Bacillati	Bacillota	Bacilli	Lactobacillales	Carnobacteriaceae	Trichococcus	Trichococcus alkaliphilus	38.36490250696379	7.906345565392902	0.20608277484760415	0.05
NR_159296.1	1	1460	276	1460	100.0	265.035	38.3	22.8	433296	Bacteria	Bacillati	Bacillota	Clostridia	Peptostreptococcales	Anaerovoracaceae	Aminipila	Aminipila butyrica	265.0349315068493	22.650580120381665	0.08546262181970644	0.31
NR_159313.1	1	1497	2	1492	99.666	1.97729	42.5	60.0	2019431	Bacteria	Pseudomonadati	Pseudomonadota	Betaproteobacteria	Rhodocyclales	Zoogloeaceae	Thauera	Thauera propionica	1.9772879091516367	0.1699302165530491	0.08594105884456571	0.0
NR_159324.1	1	1498	1	1141	76.1682	0.761682	13.0	1.0	1630173	Bacteria	Bacillati	Actinomycetota	Actinomycetes	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium	Bifidobacterium catulorum	0.7616822429906542	0.42605446095937255	0.5593598444497283	0.0
NR_159340.1	1	1549	2	1512	97.6114	1.91091	41.0	1.0	2069301	Bacteria	Bacillati	Bacillota	Bacilli	Bacillales	Bacillaceae	Evansella	Evansella tamaricis	1.9109102646868947	0.3590619876735989	0.18790101990081243	0.0
NR_159344.1	1	1475	1	1197	81.1525	0.811525	17.9	1.0	1981099	Bacteria	Pseudomonadati	Pseudomonadota	Alphaproteobacteria	Rhodospirillales	Azospirillaceae	Niveispirillum	Niveispirillum lacus	0.8115254237288135	0.39109066771093126	0.481920413428257	0.0
NR_159881.1	1	1450	1	1380	95.1724	0.951724	39.1	16.0	1891644	Bacteria	Bacillati	Actinomycetota	Actinomycetes	Sporichthyales	Sporichthyaceae	Epidermidibacterium	Epidermidibacterium keratini	0.9517241379310345	0.2143485554195862	0.22522130823072462	0.0
NR_159882.1	1	1415	11	1415	100.0	10.4318	37.2	6.73	2072922	Bacteria	Bacillati	Actinomycetota	Actinomycetes	Micrococcales	Cellulomonadaceae	Actinotalea	Actinotalea solisilvae	10.431802120141343	1.2381363244880197	0.11868863214894301	0.01
NR_159883.1	1	1512	1	1474	97.4868	0.974868	35.2	0.0	1970234	Bacteria	Bacillati	Actinomycetota	Actinomycetes	Mycobacteriales	Tsukamurellaceae	Tsukamurella	Tsukamurella ocularis	0.9748677248677249	0.1565268152073354	0.1605621062371039	0.0
NR_159899.1	1	1556	8	1555	99.9357	7.74936	34.2	2.25	1572762	Bacteria	Bacillati	Bacillota	Bacilli	Bacillales	Paenibacillaceae	Xylanibacillus	Xylanibacillus composti	7.749357326478149	0.6971523777987718	0.08996260572689409	0.01
NR_159900.1	1	1556	1	1473	94.6658	0.946658	27.5	1.0	1572762	Bacteria	Bacillati	Bacillota	Bacilli	Bacillales	Paenibacillaceae	Xylanibacillus	Xylanibacillus composti	0.9466580976863753	0.22471436040268514	0.237376473039089	0.0
NR_159901.1	1	1557	1	1516	97.3667	0.973667	41.4	1.0	1572762	Bacteria	Bacillati	Bacillota	Bacilli	Bacillales	Paenibacillaceae	Xylanibacillus	Xylanibacillus composti	0.9736673089274245	0.16012270436590734	0.16445319966867925	0.0
NR_159902.1	1	1557	1	1442	92.614	0.92614	28.4	0.0	1572762	Bacteria	Bacillati	Bacillota	Bacilli	Bacillales	Paenibacillaceae	Xylanibacillus	Xylanibacillus composti	0.9261400128452152	0.26154290174325484	0.28240103884483203	0.0
NR_159908.1	1	1537	1	1312	85.3611	0.853611	34.1	1.0	1938353	Bacteria	Bacillati	Bacillota	Clostridia	Thermoanaerobacterales	Thermoanaerobacteraceae	Desulfothermobacter	Desulfothermobacter acidiphilus	0.8536109303838647	0.3534958414367275	0.4141182227806785	0.0
NR_159920.1	1	1447	2	1292	89.2882	1.68763	30.1	1.0	2024550	Bacteria	Pseudomonadati	Pseudomonadota	Betaproteobacteria	Rhodocyclales	Zoogloeaceae	Uliginosibacterium	Uliginosibacterium sediminicola	1.6876295784381479	0.6550049559860611	0.38812128227347686	0.0
NR_159921.1	1	1456	7	1378	94.6429	6.50412	38.9	11.3	2083185	Bacteria	Pseudomonadati	Pseudomonadota	Betaproteobacteria	Burkholderiales	Comamonadaceae	Simplicispira	Simplicispira soli	6.5041208791208796	1.6069849410535395	0.24707181353473637	0.01
NR_160523.1	1	1527	3	1523	99.738	2.93451	39.6	17.0	1851544	Bacteria	Pseudomonadati	Pseudomonadota	Betaproteobacteria	Burkholderiales	Alcaligenaceae	Orrella	Orrella dioscoreae	2.934512115258677	0.28890327534571036	0.09845019001403699	0.0
NR_163608.1	1	1389	1	1146	82.5054	0.825054	42.8	16.0	1332264	Bacteria	Bacillati	Actinomycetota	Actinomycetes	Propionibacteriales	Propionibacteriaceae	Tessaracoccus	Tessaracoccus aquimaris	0.8250539956803455	0.37992091268083966	0.4604800590869863	0.0
NR_163612.1	1	1470	14	1470	100.0	13.3469	38.8	15.8	2093781	Bacteria	Bacillati	Actinomycetota	Actinomycetes	Micrococcales	Bogoriellaceae	Georgenia	Georgenia deserti	13.346938775510203	1.2689545819080523	0.09507457876681126	0.02
NR_163613.1	1	1478	1	1337	90.4601	0.904601	28.0	0.0	2003188	Bacteria	Bacillati	Actinomycetota	Coriobacteriia	Coriobacteriales	Atopobiaceae	Parolsenella	Parolsenella catena	0.9046008119079838	0.29376552385091215	0.3247460316018311	0.0
NR_163636.1	1	1454	1	1266	87.0702	0.870702	13.8	1.0	2025493	Bacteria	Bacillati	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Blautia	Blautia hominis	0.8707015130674003	0.3355300108925296	0.38535595247846605	0.0
NR_163640.1	1	1404	3	1332	94.8718	2.56125	38.1	1.0	1930071	Bacteria	Bacillati	Bacillota	Negativicutes	Selenomonadales	Sporomusaceae	Methylomusa	Methylomusa anaerophila	2.561253561253561	0.8938425778291652	0.3489863679844683	0.0
NR_163656.1	1	1446	104	1443	99.7925	87.0947	38.0	12.7	1778406	Bacteria	Pseudomonadati	Pseudomonadota	Betaproteobacteria	Burkholderiales	Comamonadaceae	Comamonas	Comamonas aquatilis	87.09474412171508	34.02289543223706	0.39064234903417355	0.12
NR_164620.1	1	1490	6	1488	99.8658	5.31141	35.7	12.2	2173034	Bacteria	Bacillati	Bacillota	Clostridia	Lachnospirales	Vallitaleaceae	Petrocella	Petrocella atlantisensis	5.311409395973154	0.7752488408768282	0.14595915755704753	0.01
NR_164627.1	1	1466	5	1461	99.6589	4.47613	32.7	8.4	40214	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Moraxellales	Moraxellaceae	Acinetobacter	Acinetobacter johnsonii	4.47612551159618	0.9757161965017564	0.21798231393958775	0.01
NR_164907.1	1	1482	2	1111	74.9663	1.4359	35.5	2.0	2665495	Bacteria	Pseudomonadati	Pseudomonadota	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Phenylobacterium	Phenylobacterium terrae	1.435897435897436	0.864040291368487	0.601742345774482	0.0
NR_164909.1	1	1515	2	1510	99.67	1.80528	34.2	1.0	2665498	Bacteria	Bacillati	Actinomycetota	Actinomycetes	Kitasatosporales	Streptomycetaceae	Streptomyces	Streptomyces urticae	1.8052805280528053	0.404233174365739	0.22391709658650627	0.0
NR_164911.1	1	1448	3	1447	99.9309	2.86948	39.7	3.33	1926868	Bacteria	Pseudomonadati	Pseudomonadota	Betaproteobacteria	Burkholderiales	Comamonadaceae	Paenacidovorax	Paenacidovorax monticola	2.869475138121547	0.46887281161343247	0.16340020005204578	0.0
NR_164950.1	1	1519	1	1314	86.5043	0.865043	30.4	1.0	2040292	Bacteria	Pseudomonadati	Bacteroidota	Bacteroidia	Bacteroidales	Dysgonomonadaceae	Dysgonomonas	Dysgonomonas massiliensis	0.8650427913100724	0.3416778607293007	0.39498376746408503	0.0
NR_164970.1	1	1480	1	1131	76.4189	0.764189	14.1	1.0	2056873	Bacteria	Pseudomonadati	Pseudomonadota	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Chakrabartia	Chakrabartia godavariana	0.7641891891891892	0.4245045021145954	0.5554966075416456	0.0
NR_164984.1	1	1513	2	1513	100.0	1.95836	31.5	1.0	2486026	Bacteria	Bacillati	Actinomycetota	Actinomycetes	Micrococcales	Microbacteriaceae	Cryobacterium	Cryobacterium tepidiphilum	1.9583608724388633	0.1997631362816597	0.10200527343710804	0.0
NR_165010.1	1	1465	2	1448	98.8396	1.60137	40.5	19.5	2250708	Bacteria	Pseudomonadati	Pseudomonadota	Alphaproteobacteria	Rhodobacterales	Paracoccaceae	Pseudogemmobacter	Pseudogemmobacter bohemicus	1.6013651877133106	0.5127702115432714	0.32020816705494143	0.0
NR_165014.1	1	1472	1	1373	93.2745	0.932745	33.7	14.0	2676064	Bacteria	Pseudomonadati	Pseudomonadota	Betaproteobacteria	Nitrosomonadales	Methylophilaceae	Pseudomethylobacillus	Pseudomethylobacillus aquaticus	0.9327445652173914	0.2504638522318367	0.26852351819757	0.0
NR_165017.1	1	1518	6	1507	99.2754	5.40843	25.1	1.5	2305463	Bacteria	Pseudomonadati	Bacteroidota	Bacteroidia	Marinilabiliales	Prolixibacteraceae	Maribellus	Maribellus luteus	5.408432147562582	0.9755820088215297	0.1803816674045167	0.01
NR_165020.1	1	1470	13	1470	100.0	12.0884	38.9	1.0	2282477	Bacteria	Bacillati	Actinomycetota	Actinomycetes	Propionibacteriales	Propionibacteriaceae	Desertihabitans	Desertihabitans aurantiacus	12.08843537414966	1.088124955734806	0.09001371327688042	0.01
NR_165666.1	1	1580	47	1539	97.4051	44.5481	39.0	4.85	2004650	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Moraxellales	Moraxellaceae	Acinetobacter	Acinetobacter chinensis	44.54810126582279	8.605979092563778	0.1931839707647937	0.05
NR_165667.1	1	1469	2	1451	98.7747	1.82165	41.0	1.0	2065379	Bacteria	Pseudomonadati	Pseudomonadota	Alphaproteobacteria	Rhodobacterales	Paracoccaceae	Paracoccus	Paracoccus jeotgali	1.8216473791695031	0.4135812259493172	0.22703692859474847	0.0
NR_165668.1	1	1549	2	1532	98.9025	1.9051	37.0	1.0	1778678	Bacteria	Bacillati	Bacillota	Bacilli	Bacillales	Paenibacillaceae	Paenibacillus	Paenibacillus psychroresistens	1.9051000645577791	0.3283954668193501	0.17237701731723937	0.0
NR_165673.1	1	1562	3	1540	98.5915	2.81562	33.9	0.667	2707005	Bacteria	Bacillati	Bacillota	Bacilli	Bacillales	Paenibacillaceae	Paenibacillus	Paenibacillus lutimineralis	2.81562099871959	0.5227836257517923	0.18567258377087303	0.0
NR_165674.1	1	1562	3	1509	96.6069	2.5557	38.8	1.0	2707005	Bacteria	Bacillati	Bacillota	Bacilli	Bacillales	Paenibacillaceae	Paenibacillus	Paenibacillus lutimineralis	2.5556978233034573	0.8571661799404507	0.335394181630006	0.0
NR_165675.1	1	1562	3	1499	95.9667	2.45006	32.0	1.0	2707005	Bacteria	Bacillati	Bacillota	Bacilli	Bacillales	Paenibacillaceae	Paenibacillus	Paenibacillus lutimineralis	2.450064020486556	0.8715906667671561	0.35574199673119883	0.0
NR_165681.1	1	1456	1	1244	85.4396	0.854396	44.9	1.0	1433543	Bacteria	Bacillati	Bacillota	Bacilli	Bacillales	Bacillaceae	Calculibacillus	Calculibacillus koreensis	0.8543956043956044	0.3527091657230837	0.41281715859550633	0.0
NR_165685.1	1	1474	2	1270	86.1601	1.6479	43.8	0.5	2679916	Bacteria	Bacillati	Bacillota	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus piscis	1.647896879240163	0.7105802855044981	0.4312043395774517	0.0
NR_165686.1	1	1400	1	1350	96.4286	0.964286	32.4	60.0	1706825	Bacteria	Bacillati	Actinomycetota	Actinomycetes	Propionibacteriales	Nocardioidaceae	Nocardioides	Nocardioides suum	0.9642857142857143	0.18557687223952196	0.19245008972987462	0.0
NR_165689.1	1	1423	1	747	52.4947	0.524947	33.1	0.0	1101404	Bacteria	Pseudomonadati	Pseudomonadota	Betaproteobacteria	Rhodocyclales	Rhodocyclaceae	Viridibacterium	Viridibacterium curvum	0.5249472944483485	0.4993772446755139	0.9512902532439844	0.0
NR_165699.1	1	1523	30	1519	99.7374	29.3414	38.3	6.87	2685834	Bacteria	Pseudomonadati	Bacteroidota	Bacteroidia	Bacteroidales	Tannerellaceae	Parabacteroides	Parabacteroides chongii	29.341431385423505	2.2301073174021275	0.07600540301213866	0.03
NR_165702.1	1	1394	2	1389	99.6413	1.96413	41.9	5.0	2685820	Bacteria	Bacillati	Bacillota	Bacilli	Bacillales	Paenibacillaceae	Paenibacillus	Paenibacillus seodonensis	1.964131994261119	0.2043406299563875	0.10403609867027179	0.0
NR_165710.1	1	1461	1	1070	73.2375	0.732375	18.5	28.0	2678302	Bacteria	Pseudomonadati	Bacteroidota	Chitinophagia	Chitinophagales	Chitinophagaceae	Mucibacter	Mucibacter soli	0.7323750855578371	0.44272092746106656	0.6045002570286151	0.0
NR_165727.1	1	1535	28	1527	99.4788	26.1629	38.8	39.6	2358141	Bacteria	Bacillati	Bacillota	Clostridia	Lachnospirales	Anaerotignaceae	Anaerotignum	Anaerotignum faecicola	26.1628664495114	3.6230607201872775	0.13848103101313422	0.03
NR_165757.1	1	1387	124	1387	100.0	118.467	38.0	10.7	2708319	Bacteria	Pseudomonadati	Pseudomonadota	Betaproteobacteria	Burkholderiales	Comamonadaceae	Comamonas	Comamonas aquatica	118.46719538572458	10.27850310562385	0.0867624414687749	0.14
NR_165766.1	1	1549	4	1441	93.0278	3.65784	38.2	1.0	2109333	Bacteria	Bacillati	Actinomycetota	Actinomycetes	Kitasatosporales	Streptomycetaceae	Streptomyces	Streptomyces dioscori	3.657843770174306	1.0618865747368806	0.2903039718085825	0.0
NR_165778.1	1	1491	1	1487	99.7317	0.997317	41.9	51.0	2698682	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Lysobacterales	Lysobacteraceae	Solilutibacter	Solilutibacter oculi	0.9973172367538564	0.05172587386897071	0.051865015426116566	0.0
NR_165781.1	1	1515	2	1478	97.5578	1.92277	38.5	0.5	2594267	Bacteria	Bacillati	Actinomycetota	Actinomycetes	Propionibacteriales	Propionibacteriaceae	Microlunatus	Microlunatus speluncae	1.9227722772277227	0.3465667123313136	0.1802432437974391	0.0
NR_169318.1	1	1508	21	1501	99.5358	19.9218	37.0	5.9	2527970	Bacteria	Pseudomonadati	Planctomycetota	Planctomycetia	Pirellulales	Pirellulaceae	Blastopirellula	Blastopirellula retiformator	19.921750663129973	2.696983108972998	0.13537882059554227	0.02
NR_169319.1	1	1506	14	1497	99.4024	12.4794	38.2	12.4	2527984	Bacteria	Pseudomonadati	Planctomycetota	Planctomycetia	Pirellulales	Pirellulaceae	Bremerella	Bremerella volcania	12.47941567065073	2.5747602533848215	0.20632057792899547	0.02
NR_169329.1	1	1540	1	1267	82.2727	0.822727	35.3	1.0	2527989	Bacteria	Pseudomonadati	Planctomycetota	Planctomycetia	Planctomycetales	Planctomycetaceae	Alienimonas	Alienimonas californiensis	0.8227272727272728	0.3818993420235459	0.4641870455534812	0.0
NR_169331.1	1	1532	1	1487	97.0627	0.970627	37.0	1.0	2714738	Bacteria	Pseudomonadati	Planctomycetota	Planctomycetia	Pirellulales	Pirellulaceae	Neorhodopirellula	Neorhodopirellula pilleata	0.970626631853786	0.16885074293576677	0.17396055022030577	0.0
NR_169340.1	1	1539	2	1490	96.8161	1.8616	38.3	1.0	1349432	Bacteria	Bacillati	Bacillota	Bacilli	Bacillales	Paenibacillaceae	Paenibacillus	Paenibacillus helianthi	1.861598440545809	0.4276964818599325	0.22974690596245587	0.0
NR_169341.1	1	1518	1	1411	92.9513	0.929513	43.4	1.0	2034511	Bacteria	Bacillati	Actinomycetota	Actinomycetes	Mycobacteriales	Mycobacteriaceae	Mycolicibacterium	Mycolicibacterium palauense	0.9295125164690382	0.2559667911984562	0.2753774550242782	0.0
NR_169356.1	1	1440	2	1436	99.7222	1.98194	38.8	45.0	1148196	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Lysobacterales	Lysobacteraceae	Luteimonas	Luteimonas dalianensis	1.9819444444444445	0.1525945871408662	0.07699236351886732	0.0
NR_169361.1	1	1517	1	1091	71.9183	0.719183	42.3	1.0	1527293	Bacteria	Bacillati	Bacillota	Bacilli	Bacillales	Paenibacillaceae	Paenibacillus	Paenibacillus dakarensis	0.7191825972313777	0.44939847470914746	0.6248739561262848	0.0
