dataset	scenario	min_identity	min_ref_coverage	inferred_taxid	superkingdom	kingdom	phylum	class	order	family	genus	species	newly_rescued_reads
BAER	identity_87	87	90	1619310	Bacteria	Bacillati	Bacillota	Bacilli	Bacillales	Paenibacillaceae	Paenibacillus	Paenibacillus marchantiophytorum	1
BAER	identity_87	87	90	1619311	Bacteria	Bacillati	Bacillota	Bacilli	Bacillales	Paenibacillaceae	Paenibacillus	Paenibacillus physcomitrellae	1
BAER	identity_87	87	90	1628085	Bacteria	Bacillati	Bacillota	Clostridia	Eubacteriales	Butyricicoccaceae	Agathobaculum	Agathobaculum butyriciproducens	1
BAER	identity_87	87	90	1634986	Bacteria	Pseudomonadati	Bacteroidota	Chitinophagia	Chitinophagales	Chitinophagaceae	Flavisolibacter	Flavisolibacter carri	1
BAER	identity_87	87	90	1636719	Bacteria	Bacillati	Bacillota	Bacilli	Bacillales	Bacillaceae	Psychrobacillus	Psychrobacillus lasiicapitis	1
BAER	identity_87	87	90	1638984	Bacteria	Bacillati	Actinomycetota	Actinomycetes	Micrococcales	Demequinaceae	Demequina	Demequina pelophila	1
BAER	identity_87	87	90	1644115	Bacteria	Bacillati	Bacillota	Bacilli	Bacillales	Thermoactinomycetaceae	Laceyella	Laceyella thermophila	1
BAER	identity_87	87	90	1644124	Bacteria	Bacillati	Bacillota	Bacilli	Bacillales	Paenibacillaceae	Paenibacillus	Paenibacillus esterisolvens	1
BAER	identity_87	87	90	1644129	Bacteria	Bacillati	Actinomycetota	Actinomycetes	Mycobacteriales	Nocardiaceae	Prescottella	Prescottella agglutinans	1
BAER	identity_87	87	90	1656892	Bacteria	Bacillati	Actinomycetota	Actinomycetes	Nakamurellales	Nakamurellaceae	Nakamurella	Nakamurella aerolata	1
BAER	identity_87	87	90	1658108	Bacteria	Bacillati	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Niameybacter	Niameybacter massiliensis	1
BAER	identity_87	87	90	1673717	Bacteria	Bacillati	Bacillota	Clostridia	Eubacteriales	Acutalibacteraceae	Anaeromassilibacillus	Anaeromassilibacillus senegalensis	1
BAER	identity_87	87	90	1675686	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Acidiferrobacterales	Acidiferrobacteraceae	Sulfurifustis	Sulfurifustis variabilis	1
BAER	identity_87	87	90	1704088	Bacteria	Pseudomonadati	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Devosiaceae	Paradevosia	Paradevosia shaoguanensis	1
BAER	identity_87	87	90	1707093	Bacteria	Bacillati	Bacillota	Bacilli	Bacillales	Bacillaceae	Heyndrickxia	Heyndrickxia camelliae	1
BAER	identity_87	87	90	1715645	Bacteria	Pseudomonadati	Pseudomonadota	Alphaproteobacteria	Rhodobacterales	Paracoccaceae	Paracoccus	Paracoccus mangrovi	1
BAER	identity_87	87	90	1720202	Bacteria	Bacillati	Bacillota	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus phocaeensis	1
BAER	identity_87	87	90	1729695	Bacteria	Bacillati	Actinomycetota	Actinomycetes	Micrococcales	Microbacteriaceae	Gulosibacter	Gulosibacter sediminis	1
BAER	identity_87	87	90	1730245	Bacteria	Bacillati	Actinomycetota	Actinomycetes	Propionibacteriales	Nocardioidaceae	Tenggerimyces	Tenggerimyces mesophilus	1
BAER	identity_87	87	90	1740721	Bacteria	Bacillati	Bacillota	Bacilli	Bacillales	Bacillaceae	Neobacillus	Neobacillus cucumis	1
BAER	identity_87	87	90	1750561	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Legionellales	Legionellaceae	Legionella	Legionella saoudiensis	1
BAER	identity_87	87	90	1750597	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Chromatiales	Ectothiorhodospiraceae	Inmirania	Inmirania thermothiophila	1
BAER	identity_87	87	90	1752077	Bacteria	Pseudomonadati	Bacteroidota	Chitinophagia	Chitinophagales	Chitinophagaceae	Niabella	Niabella pedocola	1
BAER	identity_87	87	90	1763543	Bacteria	Bacillati	Actinomycetota	Actinomycetes	Micromonosporales	Micromonosporaceae	Micromonospora	Micromonospora sonchi	1
BAER	identity_87	87	90	1765737	Bacteria	unclassified Bacteria kingdom	unclassified Bacteria phylum	Deltaproteobacteria	unclassified Deltaproteobacteria order	Dissulfurirhabdaceae	Dissulfurirhabdus	Dissulfurirhabdus thermomarina	1
BAER	identity_87	87	90	1776378	Bacteria	Bacillati	Bacillota	Bacilli	Bacillales	Paenibacillaceae	Paenibacillus	Paenibacillus phocaensis	1
BAER	identity_87	87	90	1776382	Bacteria	Bacillati	Bacillota	Clostridia	Eubacteriales	Oscillospiraceae	Neglectibacter	Neglectibacter timonensis	1
BAER	identity_87	87	90	1776760	Bacteria	Bacillati	Bacillota	Clostridia	Eubacteriales	unclassified Eubacteriales family	Proteiniborus	Proteiniborus indolifex	1
BAER	identity_87	87	90	1778678	Bacteria	Bacillati	Bacillota	Bacilli	Bacillales	Paenibacillaceae	Paenibacillus	Paenibacillus psychroresistens	1
BAER	identity_87	87	90	1789691	Bacteria	Pseudomonadati	Bacteroidota	Chitinophagia	Chitinophagales	Chitinophagaceae	Flaviaesturariibacter	Flaviaesturariibacter luteus	1
BAER	identity_87	87	90	1793963	Bacteria	Bacillati	Bacillota	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus nakamurai	1
BAER	identity_87	87	90	1795032	Bacteria	Bacillati	Actinomycetota	Actinomycetes	Mycobacteriales	Mycobacteriaceae	Mycolicibacter	Mycolicibacter virginiensis	1
BAER	identity_87	87	90	1796620	Bacteria	Bacillati	Bacillota	Clostridia	Eubacteriales	Acutalibacteraceae	Acutalibacter	Acutalibacter muris	1
BAER	identity_87	87	90	1803212	Bacteria	Bacillati	Bacillota	Bacilli	Bacillales	Caryophanaceae	Sporosarcina	Sporosarcina terrae	1
BAER	identity_87	87	90	1808955	Bacteria	Bacillati	Bacillota	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus mesophilus	1
BAER	identity_87	87	90	1814218	Bacteria	Bacillati	Bacillota	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	Enterococcus saccharolyticus	1
BAER	identity_87	87	90	1816678	Bacteria	Bacillati	Bacillota	Clostridia	Christensenellales	Christensenellaceae	Christensenella	Christensenella timonensis	1
BAER	identity_87	87	90	1843099	Bacteria	Pseudomonadati	Bacteroidota	Chitinophagia	Chitinophagales	Chitinophagaceae	Lacibacter	Lacibacter nakdongensis	1
BAER	identity_87	87	90	1851429	Bacteria	Bacillati	Bacillota	Clostridia	Christensenellales	Christensenellaceae	Christensenella	Christensenella intestinihominis	1
BAER	identity_87	87	90	1852369	Bacteria	Bacillati	Bacillota	Clostridia	Eubacteriales	Oscillospiraceae	Marseillibacter	Marseillibacter massiliensis	1
BAER	identity_87	87	90	1852371	Bacteria	Bacillati	Actinomycetota	Coriobacteriia	Eggerthellales	Eggerthellaceae	Raoultibacter	Raoultibacter massiliensis	1
BAER	identity_87	87	90	1852387	Bacteria	Bacillati	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus timonensis	1
BAER	identity_87	87	90	1855823	Bacteria	Bacillati	Bacillota	Bacilli	Bacillales	Staphylococcaceae	Macrococcoides	Macrococcoides canis	1
BAER	identity_87	87	90	1868589	Bacteria	Pseudomonadati	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Phreatobacteraceae	Phreatobacter	Phreatobacter cathodiphilus	1
BAER	identity_87	87	90	1871003	Bacteria	Pseudomonadati	Bacteroidota	Bacteroidia	Bacteroidales	Rikenellaceae	Tidjanibacter	Tidjanibacter massiliensis	1
BAER	identity_87	87	90	1873176	Bacteria	Pseudomonadati	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Phyllobacteriaceae	Pseudaminobacter	Pseudaminobacter manganicus	1
BAER	identity_87	87	90	1891097	Bacteria	Bacillati	Bacillota	Bacilli	Bacillales	Staphylococcaceae	Macrococcoides	Macrococcoides goetzii	1
BAER	identity_87	87	90	1903056	Bacteria	Bacillati	Bacillota	Bacilli	Bacillales	Staphylococcaceae	Macrococcoides	Macrococcoides bohemicum	1
BAER	identity_87	87	90	1908205	Bacteria	Bacillati	Actinomycetota	Actinomycetes	Mycobacteriales	Mycobacteriaceae	Mycobacterium	Mycobacterium syngnathidarum	1
BAER	identity_87	87	90	1912599	Bacteria	Pseudomonadati	Pseudomonadota	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Paraburkholderia	Paraburkholderia acidicola	1
BAER	identity_87	87	90	1920257	Bacteria	Bacillati	Bacillota	Bacilli	Bacillales	Bacillaceae	Mesobacillus	Mesobacillus fermenti	1
BAER	identity_87	87	90	1927124	Bacteria	Bacillati	Actinomycetota	Actinomycetes	Mycobacteriales	Mycobacteriaceae	Mycobacterium	Mycobacterium aquaticum	1
BAER	identity_87	87	90	1935379	Bacteria	Bacillati	Actinomycetota	Actinomycetes	Micrococcales	Microbacteriaceae	Leucobacter	Leucobacter muris	1
BAER	identity_87	87	90	1940611	Bacteria	Bacillati	Actinomycetota	Thermoleophilia	Solirubrobacterales	Conexibacteraceae	Conexibacter	Conexibacter stalactiti	1
BAER	identity_87	87	90	1955250	Bacteria	Pseudomonadati	Pseudomonadota	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Novosphingobium	Novosphingobium endophyticum	1
BAER	identity_87	87	90	1958780	Bacteria	Bacillati	Bacillota	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	Clostridium merdae	1
BAER	identity_87	87	90	1963359	Bacteria	Pseudomonadati	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Brucellaceae	Brucella	Brucella endophytica	1
BAER	identity_87	87	90	1970232	Bacteria	Bacillati	Actinomycetota	Actinomycetes	Mycobacteriales	Tsukamurellaceae	Tsukamurella	Tsukamurella hominis	1
BAER	identity_87	87	90	1970234	Bacteria	Bacillati	Actinomycetota	Actinomycetes	Mycobacteriales	Tsukamurellaceae	Tsukamurella	Tsukamurella ocularis	1
BAER	identity_87	87	90	1972068	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Thiohalomonadales	Thiohalomonadaceae	Sulfurivermis	Sulfurivermis fontis	1
BAER	identity_87	87	90	1981099	Bacteria	Pseudomonadati	Pseudomonadota	Alphaproteobacteria	Rhodospirillales	Azospirillaceae	Niveispirillum	Niveispirillum lacus	1
BAER	identity_87	87	90	2024554	Bacteria	Bacillati	Bacillota	Bacilli	Bacillales	Bacillaceae	Virgibacillus	Virgibacillus indicus	1
BAER	identity_87	87	90	2026188	Bacteria	Bacillati	Bacillota	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus tropicus	1
BAER	identity_87	87	90	2026191	Bacteria	Bacillati	Bacillota	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus luti	1
BAER	identity_87	87	90	2026194	Bacteria	Bacillati	Bacillota	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus paramycoides	1
BAER	identity_87	87	90	2026353	Bacteria	Bacillati	Actinomycetota	Actinomycetes	Geodermatophilales	Geodermatophilaceae	Petropleomorpha	Petropleomorpha daqingensis	1
BAER	identity_87	87	90	2036016	Bacteria	Bacillati	Bacillota	Bacilli	Bacillales	Bacillaceae	Niallia	Niallia endozanthoxylica	1
BAER	identity_87	87	90	2038680	Bacteria	Bacillati	Bacillota	Clostridia	Eubacteriales	Oscillospiraceae	Paludihabitans	Paludihabitans psychrotolerans	1
BAER	identity_87	87	90	2039284	Bacteria	Bacillati	Bacillota	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus fungorum	1
BAER	identity_87	87	90	2041025	Bacteria	Bacillati	Actinomycetota	Actinomycetes	Pseudonocardiales	Pseudonocardiaceae	Lentzea	Lentzea rhizosphaerae	1
BAER	identity_87	87	90	2045012	Bacteria	Bacillati	Bacillota	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	Clostridium minihomine	1
BAER	identity_87	87	90	2048551	Bacteria	Bacillati	Actinomycetota	Actinomycetes	Mycobacteriales	Mycobacteriaceae	Mycobacterium	Mycobacterium neumannii	1
BAER	identity_87	87	90	2052944	Bacteria	Pseudomonadati	Pseudomonadota	Betaproteobacteria	Burkholderiales	Alcaligenaceae	Castellaniella	Castellaniella fermenti	1
BAER	identity_87	87	90	2078954	Bacteria	Bacillati	Bacillota	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus manusensis	1
BAER	identity_87	87	90	2080750	Bacteria	Bacillati	Actinomycetota	Actinomycetes	Mycobacteriales	Corynebacteriaceae	Corynebacterium	Corynebacterium senegalense	1
BAER	identity_87	87	90	2126011	Bacteria	Bacillati	Actinomycetota	Actinomycetes	Pseudonocardiales	Pseudonocardiaceae	Lentzea	Lentzea soli	1
BAER	identity_87	87	90	2163172	Bacteria	Bacillati	Bacillota	Bacilli	Bacillales	Paenibacillaceae	Cohnella	Cohnella lubricantis	1
BAER	identity_87	87	90	2164149	Bacteria	Bacillati	Bacillota	Clostridia	Eubacteriales	Oscillospiraceae	Tepidibaculum	Tepidibaculum saccharolyticum	1
BAER	identity_87	87	90	2182797	Bacteria	Bacillati	Actinomycetota	Actinomycetes	Kitasatosporales	Streptomycetaceae	Streptomyces	Streptomyces triticisoli	1
BAER	identity_87	87	90	2213202	Bacteria	Bacillati	Bacillota	Bacilli	Bacillales	Caryophanaceae	Planococcus	Planococcus lenghuensis	1
BAER	identity_87	87	90	2292705	Bacteria	Bacillati	Bacillota	Bacilli	Bacillales	Paenibacillaceae	Paenibacillus	Paenibacillus paeoniae	1
BAER	identity_87	87	90	2303576	Bacteria	Pseudomonadati	Pseudomonadota	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	Sphingomonas mesophila	1
BAER	identity_87	87	90	2306636	Bacteria	Bacillati	Actinomycetota	Actinomycetes	Micrococcales	Cellulomonadaceae	Cellulomonas	Cellulomonas telluris	1
BAER	identity_87	87	90	2338327	Bacteria	Pseudomonadati	Pseudomonadota	Alphaproteobacteria	Sphingomonadales	Erythrobacteraceae	Tsuneonella	Tsuneonella amylolytica	1
BAER	identity_87	87	90	2341083	Bacteria	Bacillati	Actinomycetota	Actinomycetes	Mycobacteriales	Mycobacteriaceae	Mycobacterium	Mycobacterium innocens	1
BAER	identity_87	87	90	2364788	Bacteria	Bacillati	Actinomycetota	Actinomycetes	Micrococcales	Micrococcaceae	Arthrobacter	Arthrobacter senegalensis	1
BAER	identity_87	87	90	2419774	Bacteria	Bacillati	Actinomycetota	Actinomycetes	Micrococcales	Microbacteriaceae	Protaetiibacter	Protaetiibacter intestinalis	1
BAER	identity_87	87	90	2478915	Bacteria	Bacillati	Bacillota	Bacilli	Bacillales	Bacillaceae	Falsibacillus	Falsibacillus albus	1
BAER	identity_87	87	90	2483799	Bacteria	Bacillati	Actinomycetota	Actinomycetes	Micrococcales	Bogoriellaceae	Georgenia	Georgenia faecalis	1
BAER	identity_87	87	90	2486026	Bacteria	Bacillati	Actinomycetota	Actinomycetes	Micrococcales	Microbacteriaceae	Cryobacterium	Cryobacterium tepidiphilum	1
BAER	identity_87	87	90	2487129	Bacteria	Pseudomonadati	Pseudomonadota	Alphaproteobacteria	Rhodobacterales	Paracoccaceae	Frigidibacter	Frigidibacter oleivorans	1
BAER	identity_87	87	90	2487273	Bacteria	Bacillati	Bacillota	Clostridia	Eubacteriales	Oscillospiraceae	Acetivibrio	Acetivibrio mesophilus	1
BAER	identity_87	87	90	2488819	Bacteria	Bacillati	Actinomycetota	Actinomycetes	Mycobacteriales	Corynebacteriaceae	Corynebacterium	Corynebacterium endometrii	1
BAER	identity_87	87	90	2495913	Bacteria	Bacillati	Actinomycetota	Actinomycetes	Mycobacteriales	Nocardiaceae	Antrihabitans	Antrihabitans cavernicola	1
BAER	identity_87	87	90	2496029	Bacteria	Pseudomonadati	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Xanthobacteraceae	Aquabacter	Aquabacter cavernae	1
BAER	identity_87	87	90	2497878	Bacteria	Bacillati	Actinomycetota	Actinomycetes	Propionibacteriales	Nocardioidaceae	Nocardioides	Nocardioides guangzhouensis	1
BAER	identity_87	87	90	2502215	Bacteria	Pseudomonadati	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Phyllobacteriaceae	Mesorhizobium	Mesorhizobium comanense	1
BAER	identity_87	87	90	2509456	Bacteria	Bacillati	Bacillota	Bacilli	Bacillales	Paenibacillaceae	Paenibacillus	Paenibacillus protaetiae	1
BAER	identity_87	87	90	2527969	Bacteria	Pseudomonadati	Planctomycetota	Planctomycetia	Planctomycetales	Planctomycetaceae	Rubinisphaera	Rubinisphaera italica	1
BAER	identity_87	87	90	2527976	Bacteria	Pseudomonadati	Planctomycetota	Planctomycetia	Planctomycetales	Planctomycetaceae	Gimesia	Gimesia fumaroli	1
BAER	identity_87	87	90	2527984	Bacteria	Pseudomonadati	Planctomycetota	Planctomycetia	Pirellulales	Pirellulaceae	Bremerella	Bremerella volcania	1
BAER	identity_87	87	90	2528007	Bacteria	Pseudomonadati	Planctomycetota	Planctomycetia	Planctomycetales	Planctomycetaceae	Polystyrenella	Polystyrenella longa	1
BAER	identity_87	87	90	2528593	Bacteria	Bacillati	Bacillota	Clostridia	Moorellales	Zhaonellaceae	Zhaonella	Zhaonella formicivorans	1
BAER	identity_87	87	90	2528964	Bacteria	Pseudomonadati	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Xanthobacteraceae	Xanthobacter	Xanthobacter dioxanivorans	1
BAER	identity_87	87	90	2541727	Bacteria	Pseudomonadati	Bacteroidota	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Christiangramia	Christiangramia bathymodioli	1
BAER	identity_87	87	90	2547811	Bacteria	Bacillati	Bacillota	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus salipaludis	1
BAER	identity_87	87	90	2559924	Bacteria	Bacillati	Bacillota	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	Enterococcus pingfangensis	1
BAER	identity_87	87	90	2575441	Bacteria	Bacillati	Actinomycetota	Actinomycetes	Propionibacteriales	Kribbellaceae	Kribbella	Kribbella jiaozuonensis	1
BAER	identity_87	87	90	2585119	Bacteria	Pseudomonadati	Bacteroidota	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes	Alistipes dispar	1
BAER	identity_87	87	90	2585200	Bacteria	Bacillati	Actinomycetota	Actinomycetes	Streptosporangiales	Thermomonosporaceae	Actinomadura	Actinomadura macrotermitis	1
BAER	identity_87	87	90	2592046	Bacteria	Pseudomonadati	Bacteroidota	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Formosa	Formosa maritima	1
BAER	identity_87	87	90	2593652	Bacteria	Bacillati	Bacillota	Bacilli	Bacillales	Bacillaceae	Mangrovibacillus	Mangrovibacillus cuniculi	1
BAER	identity_87	87	90	2594883	Bacteria	Bacillati	Bacillota	Bacilli	Bacillales	Bacillaceae	Radiobacillus	Radiobacillus deserti	1
BAER	identity_87	87	90	2598861	Bacteria	Bacillati	Bacillota	Bacilli	Bacillales	Bacillaceae	Shouchella	Shouchella miscanthi	1
BAER	identity_87	87	90	2599412	Bacteria	Pseudomonadati	Pseudomonadota	Alphaproteobacteria	Rhodobacterales	Paracoccaceae	Paracoccus	Paracoccus aurantiacus	1
BAER	identity_87	87	90	2603206	Bacteria	Bacillati	Actinomycetota	Actinomycetes	Micrococcales	Ruaniaceae	Ruania	Ruania zhangjianzhongii	1
BAER	identity_87	87	90	2608987	Bacteria	Pseudomonadati	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Segnochrobactraceae	Segnochrobactrum	Segnochrobactrum spirostomi	1
BAER	identity_87	87	90	2662028	Bacteria	Bacillati	Actinomycetota	Actinomycetes	Propionibacteriales	Nocardioidaceae	Aeromicrobium	Aeromicrobium yanjiei	1
BAER	identity_87	87	90	2662261	Bacteria	Bacillati	Actinomycetota	Actinomycetes	Propionibacteriales	Propionibacteriaceae	Raineyella	Raineyella fluvialis	1
BAER	identity_87	87	90	2665159	Bacteria	Pseudomonadati	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Hyphomicrobiaceae	Hyphomicrobium	Hyphomicrobium album	1
BAER	identity_87	87	90	2665495	Bacteria	Pseudomonadati	Pseudomonadota	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Phenylobacterium	Phenylobacterium terrae	1
BAER	identity_87	87	90	2665642	Bacteria	Bacillati	Actinomycetota	Actinomycetes	Pseudonocardiales	Pseudonocardiaceae	Allosaccharopolyspora	Allosaccharopolyspora coralli	1
BAER	identity_87	87	90	2672567	Bacteria	Bacillati	Bacillota	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus aquiflavi	1
BAER	identity_87	87	90	2674991	Bacteria	Bacillati	Bacillota	Bacilli	Bacillales	Paenibacillaceae	Cohnella	Cohnella candidum	1
BAER	identity_87	87	90	2675754	Bacteria	Bacillati	Actinomycetota	Actinomycetes	Micrococcales	Ruaniaceae	Occultella	Occultella kanbiaonis	1
BAER	identity_87	87	90	2678306	Bacteria	Bacillati	Bacillota	Clostridia	Eubacteriales	Oscillospiraceae	Ruminococcoides	Ruminococcoides bili	1
BAER	identity_87	87	90	2681310	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Methylococcales	Methylococcaceae	Methylococcus	Methylococcus geothermalis	1
BAER	identity_87	87	90	2681495	Bacteria	Pseudomonadati	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Phyllobacteriaceae	Chelativorans	Chelativorans alearense	1
BAER	identity_87	87	90	2685834	Bacteria	Pseudomonadati	Bacteroidota	Bacteroidia	Bacteroidales	Tannerellaceae	Parabacteroides	Parabacteroides chongii	1
BAER	identity_87	87	90	2686091	Bacteria	Bacillati	Bacillota	Bacilli	Bacillales	Bacillaceae	Virgibacillus	Virgibacillus ihumii	1
BAER	identity_87	87	90	2696063	Bacteria	Bacillati	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Anaerocolumna	Anaerocolumna sedimenticola	1
BAER	identity_87	87	90	2697500	Bacteria	Bacillati	Bacillota	Bacilli	Bacillales	Caryophanaceae	Bhargavaea	Bhargavaea massiliensis	1
BAER	identity_87	87	90	2699202	Bacteria	Pseudomonadati	Pseudomonadota	Alphaproteobacteria	Rhodobacterales	Paracoccaceae	Stagnihabitans	Stagnihabitans tardus	1
BAER	identity_87	87	90	2699460	Bacteria	Bacillati	Bacillota	Bacilli	Bacillales	Bacillaceae	Neobacillus	Neobacillus sedimentimangrovi	1
BAER	identity_87	87	90	2709381	Bacteria	Pseudomonadati	Pseudomonadota	Alphaproteobacteria	Rhodobacterales	Paracoccaceae	Pseudotabrizicola	Pseudotabrizicola algicola	1
BAER	identity_87	87	90	2714935	Bacteria	Bacillati	Actinomycetota	Actinomycetes	Micrococcales	Microbacteriaceae	Leucobacter	Leucobacter viscericola	1
BAER	identity_87	87	90	2717062	Bacteria	Bacillati	Actinomycetota	Actinomycetes	Streptosporangiales	Thermomonosporaceae	Spirillospora	Spirillospora tritici	1
BAER	identity_87	87	90	2724942	Bacteria	Bacillati	Bacillota	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	Staphylococcus canis	1
BAER	identity_87	87	90	2728853	Bacteria	Bacillati	Bacillota	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus fonticola	1
BAER	identity_87	87	90	2730403	Bacteria	Pseudomonadati	Bacteroidota	Sphingobacteriia	Sphingobacteriales	Sphingobacteriaceae	Pedobacter	Pedobacter ghigonis	1
BAER	identity_87	87	90	2741498	Bacteria	Pseudomonadati	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Chelatococcaceae	Chelatococcus	Chelatococcus thermostellatus	1
